StudentID,Age,Gender,ParentalEducation,StudyTimeWeekly,StudyTimeWeeklyCategory,Absences,AbsencesCategory,Tutoring,ParentalSupport,ExtracurricularCategory,Extracurricular,Sports,Music,Volunteering,Year Level,GPA,Previous Grades,GradeCategory,GradeCategories,GradeClass,Subject,RoundedClass
1574,16,0,4,13.2474372,0,10,1,1,2,0,0,0,0,0,3,2.361052842,2.47585411,1,1,3,2,3
1575,17,0,3,3.165661014,2,27,2,1,3,0,1,0,0,0,4,0.7003857639,0.7828092341,4,4,4,1,2
1576,16,0,2,13.76235318,0,25,2,0,0,0,1,0,0,0,3,0.7293521375,0.7664048695,4,4,4,1,2
1577,15,0,2,2.563761456,1,17,2,1,0,0,1,0,0,0,3,1.157169931,1.283622078,3,3,4,1,2
1578,16,0,1,8.507129925,0,24,2,0,2,0,1,0,0,0,2,0.6772838291,0.6431459328,4,4,4,2,2
1579,16,1,2,4.944121475,2,18,2,1,2,0,0,0,0,0,2,1.780835424,1.669230217,2,2,4,2,3
1580,16,1,2,14.96750499,0,5,0,0,3,0,0,0,0,0,3,3.339740461,3.282070051,0,0,1,2,3
1581,16,0,2,5.24070009,2,21,2,0,2,0,0,1,0,0,1,0.697880993,0.743714017,4,4,4,1,2
1582,15,0,4,17.63434613,2,1,0,0,2,1,0,0,0,1,4,3.038392023,3.325066843,0,0,1,2,3
1583,18,0,2,17.83640423,0,27,2,0,2,1,1,1,0,1,3,1.215555443,1.184519764,3,3,4,3,3
1584,16,0,1,3.928826304,1,12,2,0,1,1,0,0,0,0,4,1.779624097,1.616536099,2,2,4,2,3
1585,16,1,2,12.2769189,0,22,2,0,4,0,0,0,0,0,2,1.526567097,1.583083971,2,2,4,3,3
1586,17,0,1,1.754352834,1,24,2,0,2,0,0,0,0,0,4,0.1869055436,0.1842514891,4,4,4,2,2
1587,16,0,1,7.830741992,2,27,2,1,2,0,0,0,0,0,3,0.448309219,0.4721810422,4,4,4,1,2
1588,17,0,1,14.26643459,1,25,2,0,3,0,1,1,0,0,4,1.064409333,1.299355518,3,3,4,2,2
1589,18,0,2,13.18846494,1,10,1,0,2,1,0,0,0,1,1,2.113326509,2.379628283,1,1,3,2,3
1590,15,1,2,12.49401339,0,0,0,0,3,1,0,0,0,0,1,3.881649542,3.56628313,0,0,0,3,3
1591,15,0,2,5.650817273,1,23,2,0,1,0,0,0,0,0,3,0.331558709,0.2783475709,4,4,4,1,2
1592,18,0,2,7.560498989,0,1,0,0,1,0,0,0,0,0,4,2.632257924,2.421546883,1,1,3,2,2
1593,15,1,2,2.058922894,2,29,2,0,4,0,0,1,0,1,4,0.6870440139,0.6176804236,4,4,4,3,3
1594,18,1,1,14.38045641,1,16,2,0,3,1,0,0,0,0,3,1.83922213,1.804726658,2,2,4,2,3
1595,18,1,3,10.07777594,2,7,1,0,2,0,1,0,0,0,3,2.814986534,2.63520813,1,1,2,3,3
1596,18,0,1,14.17531265,0,1,0,0,3,0,0,0,0,1,3,3.145741836,3.436025389,0,0,1,2,2
1597,15,0,1,4.978870496,0,5,0,0,4,1,0,0,1,1,1,2.285872283,2.737377926,1,1,2,3,3
1598,17,1,2,6.488764573,1,21,2,1,1,1,1,0,0,1,3,1.016430612,1.14669608,3,3,4,2,3
1599,18,1,1,6.684306745,0,4,0,0,0,1,0,0,0,0,3,2.130126153,2.405267526,1,1,3,1,3
1600,16,1,0,0.5148481949,1,15,2,1,2,0,0,0,1,0,3,1.806427349,1.525282049,2,2,4,1,2
1601,15,1,2,6.820957457,2,7,1,0,1,1,1,1,0,0,4,1.975540843,2.446157081,1,1,3,2,3
1602,18,1,2,16.06609147,2,18,2,1,1,1,1,0,1,0,4,1.70724964,1.952953012,2,2,4,2,3
1603,18,1,2,17.94596991,1,15,2,0,3,1,1,0,0,0,1,2.265825988,2.293087191,1,1,3,3,3
1604,16,0,4,10.36436631,1,12,2,0,0,0,0,0,1,0,2,1.747384865,1.471672029,2,2,4,2,2
1605,17,0,2,9.110033904,0,25,2,1,3,1,0,0,0,1,1,0.9007210293,1.106713498,3,3,4,1,2
1606,17,0,3,0.616492374,2,19,2,0,2,1,0,1,0,1,3,1.414805631,1.205856976,3,3,4,1,3
1607,17,1,1,17.58408675,0,6,1,0,2,1,0,0,0,0,3,2.180230184,2.559070355,1,1,2,3,3
1608,18,1,2,0.2602042685,2,15,2,0,3,0,1,1,1,0,4,2.733266507,2.457651022,1,1,3,1,3
1609,18,1,3,18.8950016,1,22,2,1,2,1,0,0,0,0,1,1.16533185,1.226741286,3,3,4,2,3
1610,18,1,2,9.784324974,1,15,2,0,1,0,0,0,0,1,2,1.597939126,1.590433098,2,2,4,2,2
1611,15,1,2,6.838689871,2,28,2,0,1,1,1,0,0,0,4,0.2868907298,0.3106695326,4,4,4,2,3
1612,16,1,1,18.4843687,0,11,1,1,3,0,1,0,0,0,1,3.141303875,2.771810659,1,1,2,2,2
1613,18,0,0,0.4878198622,1,13,2,0,1,0,1,0,0,0,4,1.353378502,1.582682992,2,2,4,2,2
1614,16,0,2,11.6284979,1,23,2,1,0,0,1,0,0,1,3,0.9290650894,1.105587098,3,3,4,1,2
1615,16,1,1,10.97865049,0,17,2,0,4,1,0,0,0,0,4,1.993237621,2.300296135,1,1,3,2,3
1616,17,0,3,4.386408024,1,26,2,1,4,0,1,1,0,0,2,1.074663971,0.991883698,3,3,4,1,2
1617,15,1,1,8.577748627,1,27,2,0,2,1,0,1,1,1,2,0.1952210184,0.1651106216,4,4,4,3,3
1618,18,0,4,13.04528012,2,17,2,0,0,1,0,0,0,0,4,0.8029053609,0.9893299206,3,3,4,1,3
1619,17,1,4,14.54262394,0,15,2,0,3,0,1,0,1,0,2,2.004234293,2.230253521,1,1,3,1,3
1620,17,1,1,0.01433717413,2,19,2,0,3,1,1,0,0,0,1,1.260833489,1.383528078,3,3,4,1,3
1621,18,0,1,18.7370686,0,15,2,0,1,0,1,1,0,0,2,2.54715768,2.131405263,1,2,3,3,2
1622,16,0,3,3.290507448,0,12,2,0,1,1,1,0,1,0,2,2.194753163,1.868276923,2,2,4,1,2
1623,17,1,4,4.671608684,0,25,2,0,3,1,1,0,1,0,1,1.466007804,1.247481944,3,3,4,3,3
1624,16,1,2,5.269468914,0,28,2,0,4,1,0,0,0,0,2,0.2831781359,0.2999075476,4,4,4,1,3
1625,15,0,1,0.756402731,0,8,1,0,3,0,1,0,0,1,2,2.808188491,2.705195695,1,1,2,1,2
1626,16,0,2,2.461042472,2,25,2,0,1,1,1,1,1,0,1,1.024063247,0.8979380921,3,3,4,2,2
1627,15,1,2,19.72699846,0,27,2,0,2,1,1,1,0,0,1,1.285306259,1.391731791,3,3,4,3,3
1628,16,0,1,6.304334748,0,8,1,0,3,1,0,0,0,0,1,2.459026172,2.150546166,1,2,3,3,3
1629,17,1,2,2.306021807,0,12,2,0,1,0,0,0,0,0,1,1.383765774,1.448741242,2,2,4,3,2
1630,17,1,0,2.139825223,2,28,2,0,1,0,1,0,1,0,2,0,0,4,4,4,3,2
1631,15,1,0,14.38919935,2,3,0,1,1,1,0,0,0,0,2,3.201242552,3.091715028,0,0,1,2,3
1632,18,1,1,17.09137328,0,8,1,0,2,0,0,0,0,0,4,2.251648519,2.576927695,1,1,2,2,3
1633,15,0,1,5.13904599,0,14,2,0,2,0,0,0,0,0,2,1.781537515,1.955872527,2,2,4,3,2
1634,15,0,1,0.4181902467,0,13,2,0,3,0,0,1,0,0,1,1.987471615,1.878708344,2,2,4,2,2
1635,16,0,2,4.461800369,0,18,2,1,3,1,1,1,0,0,3,1.779260436,1.630400132,2,2,4,1,3
1636,16,0,1,1.130313816,0,11,1,0,4,1,0,0,1,0,1,1.908660596,2.37274811,1,1,3,2,2
1637,15,0,1,2.067898733,1,20,2,1,3,1,1,0,0,0,3,1.438273302,1.279370611,3,3,4,1,2
1638,17,0,1,8.630162397,0,25,2,0,1,0,0,0,0,1,4,0.165345437,0.1550047884,4,4,4,2,2
1639,16,0,4,4.598367417,1,24,2,1,2,1,0,1,1,1,1,1.434651044,1.278347034,3,3,4,1,2
1640,18,1,2,10.31891757,0,5,0,0,2,1,0,1,0,0,1,2.168952118,2.655993566,1,1,2,1,3
1641,16,0,2,5.069875065,2,2,0,0,0,1,1,0,1,0,4,2.500527008,2.682316053,1,1,2,2,3
1642,16,0,2,18.81074602,2,25,2,0,4,1,0,1,0,0,3,1.363622739,1.644819939,2,2,4,1,3
1643,18,1,4,18.11887936,1,24,2,1,0,1,1,1,0,0,1,1.406008115,1.396278438,3,3,4,1,3
1644,15,0,1,11.3361221,1,21,2,1,2,1,1,0,0,0,1,1.632341814,1.609486799,2,2,4,3,2
1645,18,0,2,7.08847984,1,19,2,0,2,0,1,0,1,0,4,1.158939331,1.187367525,3,3,4,2,2
1646,15,1,2,7.622937641,1,15,2,0,2,1,1,0,1,0,2,1.887442621,2.019797023,2,2,3,1,3
1647,15,0,2,8.237045663,2,29,2,0,3,1,0,0,0,1,2,0.2551477209,0.2416256282,4,4,4,1,3
1648,15,0,0,14.55158644,1,19,2,0,2,1,0,0,0,0,1,1.392336299,1.247725194,3,3,4,1,2
1649,18,0,2,9.03277991,2,23,2,0,1,0,0,0,1,0,2,0.9701466607,0.8526823634,3,3,4,1,2
1650,15,1,0,17.13459893,2,22,2,0,1,1,0,0,0,0,3,1.055623644,0.9657009889,3,3,4,2,3
1651,17,0,2,18.88189572,1,16,2,1,4,0,1,1,0,0,1,2.069581708,2.423800752,1,1,3,3,2
1652,18,0,2,6.718923068,1,15,2,0,1,1,1,0,0,0,2,1.837720912,1.741968167,2,2,4,3,2
1653,17,1,1,11.21388963,0,5,0,0,1,0,0,0,1,0,1,3.288494973,2.845925776,1,1,2,3,2
1654,15,0,3,1.901130737,0,7,1,0,2,1,0,0,0,0,3,2.375057854,2.039564398,2,2,3,3,3
1655,16,1,0,4.009380955,1,18,2,1,1,0,1,0,0,0,4,1.55652002,1.54206374,2,2,4,1,2
1656,15,1,3,8.269315334,0,29,2,1,2,0,0,0,1,0,4,0.6714338787,0.7307796024,4,4,4,1,3
1657,17,0,2,4.124054318,2,24,2,0,3,1,1,0,0,0,2,0.402902236,0.4999877784,4,4,4,1,3
1658,17,1,1,17.53120982,0,25,2,1,3,0,0,0,0,0,4,1.270432456,1.122889381,3,3,4,2,3
1659,18,1,1,3.165725121,1,1,0,1,3,0,0,1,0,0,4,2.682001326,2.959492728,0,1,2,3,3
1660,16,0,4,9.113216431,1,13,2,0,1,1,1,1,1,0,1,2.375208474,2.30020524,1,1,3,3,3
1661,18,1,0,12.11398481,2,21,2,0,2,1,0,1,0,0,1,1.576400051,1.352720764,3,3,4,2,3
1662,17,1,1,13.83727816,1,11,1,1,0,1,1,0,0,0,4,2.121097698,2.134062038,1,2,3,3,3
1663,15,0,1,7.661387395,2,16,2,0,0,0,1,0,0,1,2,1.108430262,1.29979432,3,3,4,2,2
1664,16,0,2,17.38198137,1,27,2,0,2,1,1,0,0,0,4,0.7660316253,0.7478339441,4,4,4,1,3
1665,15,0,2,11.36638302,1,26,2,0,1,0,1,1,1,0,1,0.5069104316,0.5329232038,4,4,4,3,2
1666,15,1,1,8.790155609,0,14,2,0,3,1,0,0,0,0,1,1.707267901,2.07376979,2,2,3,3,3
1667,16,0,1,1.344812681,1,17,2,1,3,0,1,1,0,0,4,2.381149728,1.991379364,2,2,4,1,2
1668,18,1,1,9.293789369,2,15,2,0,3,1,1,0,0,1,3,1.716213818,1.8999596,2,2,4,1,3
1669,15,1,1,16.41471682,1,12,2,0,3,1,1,1,0,0,3,2.843258849,2.614883942,1,1,2,3,3
1670,17,1,2,12.29082036,2,20,2,1,0,1,1,1,1,0,4,1.523909097,1.810270744,2,2,4,2,3
1671,15,1,2,16.64324907,1,16,2,0,2,1,1,0,0,0,4,1.888586101,1.581931481,2,2,4,2,3
1672,16,1,1,9.880233412,0,7,1,0,1,0,0,1,0,0,2,2.597921196,2.271332803,1,1,3,1,3
1673,16,1,1,2.369234102,0,0,0,1,2,1,1,0,0,0,1,2.880908467,3.363670491,0,0,1,1,3
1674,16,1,1,0.2727969167,0,28,2,0,1,0,1,1,0,0,4,0.4743706596,0.4812984805,4,4,4,3,3
1675,18,0,4,6.064390934,2,24,2,0,0,1,1,1,0,0,4,0.2277951559,0.1999273795,4,4,4,3,3
1676,15,0,4,13.95980943,2,25,2,0,2,1,0,1,1,1,3,1.122544343,1.268008751,3,3,4,3,3
1677,18,1,3,15.80519808,0,26,2,0,3,1,1,0,0,0,4,0.9441694292,0.882552454,3,3,4,3,3
1678,18,1,1,5.915056692,1,2,0,1,3,0,0,0,0,0,4,2.98635355,3.120136639,0,0,1,3,3
1679,16,0,0,9.913078418,1,15,2,0,2,0,0,1,0,1,4,2.112271022,1.804154692,2,2,4,3,2
1680,16,1,1,8.422378089,1,27,2,0,2,1,1,1,1,0,1,0.5753287451,0.6817036435,4,4,4,3,3
1681,18,0,1,8.210455687,0,1,0,0,2,1,1,0,0,1,3,2.388944254,2.898261817,1,1,2,3,2
1682,15,0,2,4.626974264,0,14,2,0,3,1,0,0,0,1,1,1.541332269,1.730318003,2,2,4,3,3
1683,17,0,2,2.727422101,0,0,0,1,0,1,1,0,1,0,3,3.693380025,3.560791672,0,0,0,2,3
1684,18,1,3,3.933771165,0,8,1,1,3,1,0,1,0,0,1,2.974717084,2.528774574,1,1,2,1,3
1685,15,1,3,1.106647743,0,15,2,1,2,1,0,1,0,0,2,1.61625383,1.592387858,2,2,4,1,3
1686,16,0,1,3.962614836,0,3,0,0,1,1,0,0,1,1,2,2.446696339,2.374130972,1,1,3,3,2
1687,16,0,2,0.1840179525,1,11,1,1,0,1,1,0,0,0,4,2.093176918,1.81040948,2,2,4,1,2
1688,15,0,1,12.54516801,0,0,0,0,1,0,0,0,0,0,3,3.236659636,2.829826431,1,1,2,3,2
1689,17,0,0,6.327508148,2,0,0,1,2,0,0,0,0,1,4,3.147009077,3.047602089,0,0,1,2,2
1690,16,0,2,19.46289423,0,6,1,1,3,1,1,1,0,0,1,3.838453398,3.62592173,0,0,0,3,3
1691,16,1,0,3.874341016,1,17,2,0,2,1,0,0,0,1,4,0.9709482527,0.9273215453,3,3,4,2,3
1692,16,0,2,6.916571406,1,22,2,0,2,1,1,0,0,0,1,1.328045746,1.331958949,3,3,4,1,2
1693,15,1,1,7.156823173,0,27,2,0,4,0,1,1,0,1,1,0.7783255374,0.7795517215,4,4,4,3,3
1694,18,0,2,0.1690299212,2,22,2,0,1,1,1,0,0,0,4,0.9831744688,0.8813584466,3,3,4,1,2
1695,16,1,2,16.78415906,0,14,2,1,1,0,0,0,0,0,1,2.469435911,2.398121086,1,1,3,2,2
1696,18,1,1,0.6398892029,2,25,2,0,2,0,0,1,0,0,4,0.7849018268,0.7588142688,4,4,4,2,3
1697,17,1,3,18.80359669,2,29,2,0,3,1,1,0,0,0,4,0.9021664767,1.028865596,3,3,4,1,3
1698,16,1,1,17.84148702,1,24,2,0,3,0,0,1,0,0,1,1.614368535,1.444476695,2,2,4,2,2
1699,16,1,2,10.71043832,1,12,2,1,2,1,0,0,0,0,3,2.090620771,2.214067459,1,1,3,2,3
1700,17,1,2,10.8719115,1,15,2,0,4,0,0,1,1,0,3,2.713710724,2.511918088,1,1,2,1,3
1701,16,0,2,13.07555846,1,6,1,0,3,1,0,0,0,0,1,2.834930728,2.690149803,1,1,2,3,3
1702,18,1,4,7.741000239,1,15,2,0,0,0,1,0,0,0,1,1.771248238,1.605274386,2,2,4,2,2
1703,15,0,1,12.94444567,0,12,2,0,3,0,1,0,1,1,1,3.190200901,2.709889487,1,1,2,3,2
1704,18,1,2,0.8953677738,0,13,2,0,0,1,0,1,0,0,1,1.365323273,1.528563501,2,2,4,3,3
1705,15,1,2,1.080952547,1,16,2,1,3,1,0,1,0,0,2,1.565906101,1.778569202,2,2,4,1,3
1706,15,0,3,9.144608392,1,11,1,0,1,1,1,0,0,0,2,2.18724169,2.121964059,1,2,3,3,3
1707,18,1,1,10.99244602,2,28,2,0,3,0,0,0,0,0,1,0.3550365768,0.4059048314,4,4,4,1,2
1708,18,0,2,17.75635281,0,23,2,0,2,0,1,0,0,0,1,1.154788779,1.123926328,3,3,4,2,2
1709,18,0,2,2.093212678,2,23,2,0,3,0,0,0,0,0,1,0.918759228,0.870330411,3,3,4,1,2
1710,18,0,1,16.45295854,0,19,2,0,2,0,1,1,0,0,1,1.638131033,1.822829208,2,2,4,2,2
1711,17,0,2,4.200946746,1,12,2,0,3,1,1,0,0,0,1,2.396482857,2.231182932,1,1,3,1,2
1712,16,1,1,7.88167297,0,23,2,0,1,0,0,1,1,0,1,0.833610447,0.9669677175,3,3,4,2,2
1713,15,1,2,6.332048697,1,19,2,0,4,1,0,1,0,0,3,1.620206785,1.691858946,2,2,4,1,3
1714,18,0,3,8.003105457,0,14,2,0,3,1,0,0,0,0,1,1.82388042,2.069758206,2,2,3,3,3
1715,18,1,2,3.009909961,1,23,2,1,1,0,1,1,0,0,3,1.066456085,1.057876127,3,3,4,2,2
1716,18,1,2,10.07140149,2,20,2,0,4,1,0,0,0,0,2,1.38884196,1.321427207,3,3,4,3,3
1717,17,0,2,16.0328518,1,3,0,1,2,0,1,0,0,1,2,3.983498288,3.516940721,0,0,0,2,2
1718,18,1,0,8.830680208,1,21,2,1,3,1,0,1,0,1,2,1.195077308,1.049157002,3,3,4,1,3
1719,18,0,1,9.812271518,2,1,0,0,3,1,1,0,0,0,3,2.826296328,3.486141329,0,0,1,1,3
1720,18,0,2,16.97535171,2,27,2,1,0,0,1,0,0,1,3,0.6807139626,0.5868374055,4,4,4,1,2
1721,16,1,1,14.12116229,1,17,2,0,4,1,0,1,0,0,2,2.149118913,2.358815897,1,1,3,2,3
1722,17,1,1,9.80908817,0,1,0,0,2,1,0,0,0,0,4,2.878407947,3.152222286,0,0,1,3,3
1723,18,1,2,5.153912964,2,24,2,0,1,0,0,0,0,0,4,0.5291788908,0.5878350833,4,4,4,2,3
1724,15,0,1,17.69853494,1,14,2,0,3,0,1,1,0,1,3,2.468495482,2.668893329,1,1,2,2,2
1725,15,0,1,11.54040803,0,29,2,0,3,1,0,0,0,0,4,0.3484989555,0.3043720343,4,4,4,2,3
1726,15,1,2,4.422952202,0,25,2,0,0,0,0,1,0,0,3,0.2262287939,0.2806703079,4,4,4,2,2
1727,17,1,1,5.382395053,2,18,2,0,1,1,1,0,0,0,2,0.8889308397,0.8730911974,3,3,4,1,3
1728,17,1,3,16.06266178,0,14,2,0,3,0,0,0,0,0,1,2.331735732,2.330783483,1,1,3,1,2
1729,15,1,3,0.8829112417,2,25,2,0,0,0,1,1,1,0,2,0.365590979,0.3188509085,4,4,4,1,2
1730,18,0,2,19.84184374,0,19,2,0,4,1,0,0,0,0,4,1.475416972,1.792289321,2,2,4,1,3
1731,17,1,1,2.607033594,2,9,1,0,3,0,0,1,0,0,4,2.75575164,2.573219137,1,1,2,1,3
1732,15,0,2,15.92137051,1,27,2,0,2,1,0,1,0,0,1,1.151621687,1.084490126,3,3,4,1,2
1733,15,0,3,7.895506335,1,23,2,0,2,1,1,1,0,1,1,1.149232294,1.08669668,3,3,4,3,3
1734,18,1,2,9.844323666,2,19,2,0,2,1,0,0,1,1,2,0.9747655515,1.004112663,3,3,4,3,3
1735,16,1,1,17.61301155,1,10,1,1,2,1,1,0,0,0,3,3.25124304,2.824604893,1,1,2,2,3
1736,17,1,2,8.258223792,1,25,2,1,3,0,0,1,1,1,4,1.206338825,1.364373782,3,3,4,3,3
1737,18,0,3,10.74987507,0,9,1,0,4,1,0,0,0,1,2,2.316259896,2.607286401,1,1,2,1,3
1738,15,1,2,0.9859932482,0,28,2,1,2,1,1,0,1,0,1,0.567173139,0.5684680838,4,4,4,3,3
1739,15,1,2,0.04694947735,0,22,2,0,2,1,0,0,0,1,4,0.5777844665,0.5737961933,4,4,4,2,3
1740,18,0,2,4.89599746,2,4,0,0,1,1,0,0,0,0,2,2.571642682,2.258071035,1,1,3,1,2
1741,17,1,2,13.61166186,0,8,1,1,3,0,0,0,0,0,4,2.677849543,2.840092975,1,1,2,3,3
1742,16,0,0,2.425297867,0,19,2,0,3,0,1,1,0,0,2,1.382752092,1.683117263,2,2,4,3,2
1743,16,1,2,2.275239176,1,18,2,1,3,1,1,0,0,0,3,1.69781651,1.72090715,2,2,4,2,3
1744,15,0,0,8.219212161,1,12,2,0,0,0,0,0,0,0,1,1.748903807,1.537783909,2,2,4,1,1
1745,17,1,2,12.95674077,2,17,2,0,3,0,0,1,0,0,2,1.810850877,2.063463508,2,2,3,2,3
1746,16,1,1,14.24143984,0,16,2,0,2,1,1,0,0,0,4,1.673876711,1.87854751,2,2,4,3,3
1747,17,0,2,3.569013482,0,26,2,0,3,0,1,1,0,1,2,0.9462615671,0.863270859,3,3,4,2,2
1748,17,0,1,1.591762947,2,5,0,0,3,1,0,0,0,0,3,2.488691985,2.513286133,1,1,2,2,3
1749,15,1,2,18.80794068,0,9,1,0,3,0,1,1,0,1,3,2.899032372,2.77216327,1,1,2,1,3
1750,16,0,2,5.213327651,2,1,0,1,2,1,0,0,0,0,2,2.937389167,2.888385936,1,1,2,1,2
1751,18,0,1,17.06692995,2,23,2,0,3,0,0,1,0,0,4,1.46615554,1.337161049,3,3,4,3,2
1752,15,0,1,17.26982901,2,5,0,0,0,1,0,0,0,0,3,2.050235344,2.370611615,1,1,3,3,2
1753,16,0,1,15.45045184,0,27,2,0,3,0,0,0,1,0,4,0.7147197696,0.8544646478,3,3,4,2,2
1754,16,1,3,3.376672133,2,27,2,1,0,1,0,0,0,0,2,0.3356708189,0.322641827,4,4,4,2,3
1755,16,1,2,16.43602919,2,20,2,0,2,0,1,1,0,0,4,1.654043606,1.834226997,2,2,4,3,3
1756,16,0,2,15.38501118,1,12,2,0,1,1,0,0,0,0,2,1.969465954,1.990060452,2,2,4,3,3
1757,16,0,1,11.9344598,1,17,2,1,3,0,0,1,0,0,2,1.877180344,2.226983394,1,1,3,3,2
1758,17,0,2,6.744040703,0,6,1,0,2,1,0,0,0,1,1,2.898169302,2.608386898,1,1,2,3,3
1759,15,0,3,5.250172085,0,1,0,0,3,1,1,0,0,0,1,3.236871363,3.406339082,0,0,1,3,3
1760,17,1,3,2.437784242,1,28,2,1,3,0,1,0,0,0,1,1.032531105,0.8670343739,3,3,4,1,2
1761,18,1,2,10.19514134,1,13,2,1,3,0,0,1,0,0,1,1.90942964,2.166091325,1,2,3,2,2
1762,16,0,0,11.70521751,1,4,0,0,1,1,0,1,0,0,3,2.210549815,2.422928333,1,1,3,1,2
1763,15,0,1,7.18677981,1,17,2,0,3,1,0,1,0,0,3,1.636846587,1.509557878,2,2,4,1,2
1764,16,0,0,9.507181354,1,10,1,1,2,1,0,1,0,0,1,2.054529731,2.443857264,1,1,3,1,2
1765,15,1,1,7.270289147,1,9,1,0,0,1,0,0,0,0,1,1.863987533,2.003828379,2,2,3,3,3
1766,17,0,1,12.82012115,2,10,1,1,1,0,0,1,0,0,4,2.70040434,2.465306489,1,1,3,1,2
1767,15,1,1,18.02518416,0,26,2,0,1,1,1,0,1,0,3,0.8511900389,0.8447920019,3,3,4,2,3
1768,18,0,1,3.278405241,1,1,0,0,0,1,0,1,0,0,1,3.15301178,2.731058898,1,1,2,3,2
1769,18,1,3,7.628176198,0,14,2,0,2,1,0,0,0,0,4,1.68068724,1.736011489,2,2,4,1,3
1770,15,0,2,2.817372079,1,6,1,1,0,0,0,1,0,0,4,2.270197476,2.589670731,1,1,2,1,2
1771,15,1,3,12.49887541,2,8,1,1,2,1,1,0,0,0,2,3.232355124,2.742361123,1,1,2,2,3
1772,15,0,2,14.57741019,2,4,0,0,1,0,0,0,0,0,3,2.486393844,2.49591944,1,1,3,1,2
1773,15,0,1,18.63825465,0,6,1,1,1,0,0,0,1,0,1,2.48356421,2.853437194,1,1,2,3,2
1774,18,0,2,5.577438525,2,19,2,0,4,1,1,0,0,0,3,1.277448098,1.591347992,2,2,4,1,3
1775,16,1,1,19.00422412,0,1,0,0,2,0,0,0,1,0,4,2.751544757,3.209673328,0,0,1,1,3
1776,15,0,2,1.265253436,1,2,0,1,1,1,0,1,0,0,4,3.54337178,3.127617865,0,0,1,2,3
1777,15,1,1,12.06027727,0,1,0,1,2,1,0,1,1,1,3,3.279257337,3.453275897,0,0,1,1,3
1778,18,1,4,1.142654387,2,20,2,1,1,1,1,0,0,0,2,0.9067412075,0.822773567,3,3,4,1,3
1779,18,0,1,17.87548376,1,21,2,1,0,0,0,0,0,0,4,1.381063727,1.217335228,3,3,4,1,2
1780,17,0,1,10.59618114,2,22,2,0,0,0,1,0,0,0,4,0.7834166141,0.7626843112,4,4,4,3,2
1781,15,0,3,13.38696702,2,18,2,0,4,0,0,1,1,0,1,2.218949734,2.145848671,1,2,3,3,2
1782,17,1,0,16.63147852,0,3,0,1,3,1,0,0,0,0,3,3.363484852,3.299131002,0,0,1,3,3
1783,18,0,2,3.00621245,0,23,2,0,3,0,1,0,1,0,3,1.359326999,1.170812285,3,3,4,1,2
1784,18,1,2,0.7718312388,2,19,2,0,4,1,0,0,0,1,3,1.654416426,1.424595653,2,2,4,1,3
1785,16,1,3,17.57762292,0,6,1,0,4,1,0,0,0,0,2,3.289713245,2.902659367,0,1,2,1,3
1786,15,0,4,6.298664549,0,27,2,0,3,0,0,0,1,0,3,0.740056999,0.6914774187,4,4,4,3,2
1787,17,0,4,2.579578159,1,21,2,1,3,1,1,0,1,1,3,1.938748392,1.8865425,2,2,4,3,3
1788,18,0,0,9.369224742,1,6,1,0,2,1,0,0,0,1,3,2.533820358,2.635341351,1,1,2,2,3
1789,18,0,3,11.96612151,0,16,2,1,1,1,0,0,0,0,2,1.450761166,1.500339419,2,2,4,3,3
1790,17,0,2,0.6194120685,0,18,2,0,2,0,0,0,1,0,4,1.29703668,1.235553816,3,3,4,2,2
1791,16,0,2,5.497913165,0,21,2,0,2,1,0,0,0,0,3,0.5196443906,0.6046134055,4,4,4,1,2
1792,18,1,1,0.6559974855,1,15,2,0,4,0,0,0,0,0,1,1.138306517,1.388138976,3,3,4,2,2
1793,15,1,2,8.406707784,2,2,0,0,2,0,0,0,1,0,3,3.026893426,3.300552206,0,0,1,1,3
1794,18,1,4,17.90200058,2,14,2,0,3,1,0,0,0,1,1,2.390898875,2.168641593,1,2,3,1,3
1795,15,0,3,19.65304823,1,13,2,0,2,1,1,1,0,0,2,2.938698227,2.79726748,1,1,2,2,3
1796,17,1,2,12.74095107,0,14,2,0,1,1,0,0,0,0,3,1.566445926,1.717458615,2,2,4,3,3
1797,15,1,0,3.232753876,2,13,2,0,2,0,0,1,0,0,4,1.545718295,1.687900492,2,2,4,3,3
1798,17,1,1,18.1169878,1,6,1,0,2,1,1,0,0,0,1,3.478324297,2.952145863,0,1,2,1,3
1799,15,1,3,10.32495646,0,24,2,0,2,0,1,0,0,0,2,1.154705365,0.9633750093,3,3,4,3,3
1800,17,1,2,3.074986242,2,2,0,0,2,0,1,0,0,0,1,3.533036589,3.334971828,0,0,1,2,3
1801,15,0,2,18.43453339,2,29,2,0,1,0,0,0,0,0,2,0.5270255133,0.4436406552,4,4,4,2,2
1802,16,0,0,15.14938101,2,16,2,1,2,0,1,0,0,0,3,1.945376613,1.955791739,2,2,4,1,2
1803,15,1,2,14.63410545,2,9,1,0,3,0,1,1,0,0,3,3.388755575,2.850351339,1,1,2,1,3
1804,15,1,2,14.18361408,0,14,2,1,2,1,0,1,0,0,1,1.933890763,2.370067422,1,1,3,3,3
1805,16,1,3,4.006796422,0,28,2,1,2,1,0,0,0,0,4,0.1290935373,0.1525907792,4,4,4,2,3
1806,18,0,2,4.220133834,2,5,0,0,0,0,0,0,0,0,3,2.073135216,2.123043127,1,2,3,2,2
